index,position,bead_id,angle_deg,x_um,y_um,bead_x_um,bead_y_um,bead_diameter_um,nn_um,clumped
64,B1208_A000,1208,0.0,5697.32,11428.74,5637.32,11428.74,83.42,308.07,0
65,B1208_A090,1208,90.0,5637.32,11488.74,5637.32,11428.74,83.42,308.07,0
66,B1208_A180,1208,180.0,5577.32,11428.74,5637.32,11428.74,83.42,308.07,0
67,B1208_A270,1208,270.0,5637.32,11368.74,5637.32,11428.74,83.42,308.07,0
68,B1134_A000,1134,0.0,5492.08,11684.34,5432.08,11684.34,80.90,327.80,0
69,B1134_A090,1134,90.0,5432.08,11744.34,5432.08,11684.34,80.90,327.80,0
70,B1134_A180,1134,180.0,5372.08,11684.34,5432.08,11684.34,80.90,327.80,0
71,B1134_A270,1134,270.0,5432.08,11624.34,5432.08,11684.34,80.90,327.80,0
72,B1055_A000,1055,0.0,5135.47,11733.41,5075.47,11733.41,77.35,277.30,0
73,B1055_A090,1055,90.0,5075.47,11793.41,5075.47,11733.41,77.35,277.30,0
74,B1055_A180,1055,180.0,5015.47,11733.41,5075.47,11733.41,77.35,277.30,0
75,B1055_A270,1055,270.0,5075.47,11673.41,5075.47,11733.41,77.35,277.30,0
76,B0988_A000,988,0.0,4823.64,11811.23,4763.64,11811.23,88.92,321.40,0
77,B0988_A090,988,90.0,4763.64,11871.23,4763.64,11811.23,88.92,321.40,0
78,B0988_A180,988,180.0,4703.64,11811.23,4763.64,11811.23,88.92,321.40,0
79,B0988_A270,988,270.0,4763.64,11751.23,4763.64,11811.23,88.92,321.40,0
80,B0869_A000,869,0.0,4096.84,11851.76,4036.84,11851.76,81.08,392.20,0
81,B0869_A090,869,90.0,4036.84,11911.76,4036.84,11851.76,81.08,392.20,0
82,B0869_A180,869,180.0,3976.84,11851.76,4036.84,11851.76,81.08,392.20,0
83,B0869_A270,869,270.0,4036.84,11791.76,4036.84,11851.76,81.08,392.20,0
84,B0602_A000,602,0.0,1998.49,11135.55,1938.49,11135.55,77.54,359.95,0
85,B0602_A090,602,90.0,1938.49,11195.55,1938.49,11135.55,77.54,359.95,0
86,B0602_A180,602,180.0,1878.49,11135.55,1938.49,11135.55,77.54,359.95,0
87,B0602_A270,602,270.0,1938.49,11075.55,1938.49,11135.55,77.54,359.95,0
88,B0531_A000,531,0.0,1961.77,11658.20,1901.77,11658.20,80.17,187.23,0
89,B0531_A090,531,90.0,1901.77,11718.20,1901.77,11658.20,80.17,187.23,0
90,B0531_A180,531,180.0,1841.77,11658.20,1901.77,11658.20,80.17,187.23,0
91,B0531_A270,531,270.0,1901.77,11598.20,1901.77,11658.20,80.17,187.23,0
92,B0458_A000,458,0.0,1688.05,11954.42,1628.05,11954.42,83.78,323.64,0
93,B0458_A090,458,90.0,1628.05,12014.42,1628.05,11954.42,83.78,323.64,0
94,B0458_A180,458,180.0,1568.05,11954.42,1628.05,11954.42,83.78,323.64,0
95,B0458_A270,458,270.0,1628.05,11894.42,1628.05,11954.42,83.78,323.64,0
96,B0297_A000,297,0.0,581.22,12085.35,521.22,12085.35,81.81,419.17,0
97,B0297_A090,297,90.0,521.22,12145.35,521.22,12085.35,81.81,419.17,0
98,B0297_A180,297,180.0,461.22,12085.35,521.22,12085.35,81.81,419.17,0
99,B0297_A270,297,270.0,521.22,12025.35,521.22,12085.35,81.81,419.17,0
100,B0628_A000,628,0.0,2918.39,12061.01,2858.39,12061.01,85.70,799.55,0
101,B0628_A090,628,90.0,2858.39,12121.01,2858.39,12061.01,85.70,799.55,0
102,B0628_A180,628,180.0,2798.39,12061.01,2858.39,12061.01,85.70,799.55,0
103,B0628_A270,628,270.0,2858.39,12001.01,2858.39,12061.01,85.70,799.55,0
104,B1054_A000,1054,0.0,5628.40,12331.71,5568.40,12331.71,74.42,213.20,0
105,B1054_A090,1054,90.0,5568.40,12391.71,5568.40,12331.71,74.42,213.20,0
106,B1054_A180,1054,180.0,5508.40,12331.71,5568.40,12331.71,74.42,213.20,0
107,B1054_A270,1054,270.0,5568.40,12271.71,5568.40,12331.71,74.42,213.20,0
108,B1165_A000,1165,0.0,6227.69,12355.75,6167.69,12355.75,84.48,294.92,0
109,B1165_A090,1165,90.0,6167.69,12415.75,6167.69,12355.75,84.48,294.92,0
110,B1165_A180,1165,180.0,6107.69,12355.75,6167.69,12355.75,84.48,294.92,0
111,B1165_A270,1165,270.0,6167.69,12295.75,6167.69,12355.75,84.48,294.92,0
112,B1375_A000,1375,0.0,7649.18,12603.64,7589.18,12603.64,79.42,367.15,0
113,B1375_A090,1375,90.0,7589.18,12663.64,7589.18,12603.64,79.42,367.15,0
114,B1375_A180,1375,180.0,7529.18,12603.64,7589.18,12603.64,79.42,367.15,0
115,B1375_A270,1375,270.0,7589.18,12543.64,7589.18,12603.64,79.42,367.15,0
116,B1256_A000,1256,0.0,7657.47,13426.10,7597.47,13426.10,77.54,398.50,0
117,B1256_A090,1256,90.0,7597.47,13486.10,7597.47,13426.10,77.54,398.50,0
118,B1256_A180,1256,180.0,7537.47,13426.10,7597.47,13426.10,77.54,398.50,0
119,B1256_A270,1256,270.0,7597.47,13366.10,7597.47,13426.10,77.54,398.50,0
120,B1071_A000,1071,0.0,7000.78,13924.43,6940.78,13924.43,83.96,442.30,0
121,B1071_A090,1071,90.0,6940.78,13984.43,6940.78,13924.43,83.96,442.30,0
122,B1071_A180,1071,180.0,6880.78,13924.43,6940.78,13924.43,83.96,442.30,0
123,B1071_A270,1071,270.0,6940.78,13864.43,6940.78,13924.43,83.96,442.30,0
124,B0895_A000,895,0.0,5770.38,13706.69,5710.38,13706.69,81.99,189.02,0
125,B0895_A090,895,90.0,5710.38,13766.69,5710.38,13706.69,81.99,189.02,0
126,B0895_A180,895,180.0,5650.38,13706.69,5710.38,13706.69,81.99,189.02,0
127,B0895_A270,895,270.0,5710.38,13646.69,5710.38,13706.69,81.99,189.02,0
128,B0906_A000,906,0.0,5701.49,13530.67,5641.49,13530.67,77.73,189.02,0
129,B0906_A090,906,90.0,5641.49,13590.67,5641.49,13530.67,77.73,189.02,0
130,B0906_A180,906,180.0,5581.49,13530.67,5641.49,13530.67,77.73,189.02,0
131,B0906_A270,906,270.0,5641.49,13470.67,5641.49,13530.67,77.73,189.02,0
132,B0933_A000,933,0.0,5638.41,13290.64,5578.41,13290.64,81.63,248.18,0
133,B0933_A090,933,90.0,5578.41,13350.64,5578.41,13290.64,81.63,248.18,0
134,B0933_A180,933,180.0,5518.41,13290.64,5578.41,13290.64,81.63,248.18,0
135,B0933_A270,933,270.0,5578.41,13230.64,5578.41,13290.64,81.63,248.18,0
136,B0854_A000,854,0.0,5100.52,13185.14,5040.52,13185.14,77.92,169.12,0
137,B0854_A090,854,90.0,5040.52,13245.14,5040.52,13185.14,77.92,169.12,0
138,B0854_A180,854,180.0,4980.52,13185.14,5040.52,13185.14,77.92,169.12,0
139,B0854_A270,854,270.0,5040.52,13125.14,5040.52,13185.14,77.92,169.12,0
140,B0589_A000,589,0.0,4261.93,13982.72,4201.93,13982.72,87.41,451.30,0
141,B0589_A090,589,90.0,4201.93,14042.72,4201.93,13982.72,87.41,451.30,0
142,B0589_A180,589,180.0,4141.93,13982.72,4201.93,13982.72,87.41,451.30,0
143,B0589_A270,589,270.0,4201.93,13922.72,4201.93,13982.72,87.41,451.30,0
144,B0653_A000,653,0.0,4086.26,13316.38,4026.26,13316.38,80.35,215.74,0
145,B0653_A090,653,90.0,4026.26,13376.38,4026.26,13316.38,80.35,215.74,0
146,B0653_A180,653,180.0,3966.26,13316.38,4026.26,13316.38,80.35,215.74,0
147,B0653_A270,653,270.0,4026.26,13256.38,4026.26,13316.38,80.35,215.74,0
148,B0643_A000,643,0.0,3926.02,13171.93,3866.02,13171.93,79.98,215.74,0
149,B0643_A090,643,90.0,3866.02,13231.93,3866.02,13171.93,79.98,215.74,0
150,B0643_A180,643,180.0,3806.02,13171.93,3866.02,13171.93,79.98,215.74,0
151,B0643_A270,643,270.0,3866.02,13111.93,3866.02,13171.93,79.98,215.74,0
152,B0552_A000,552,0.0,3397.61,13259.36,3337.61,13259.36,87.75,265.94,0
153,B0552_A090,552,90.0,3337.61,13319.36,3337.61,13259.36,87.75,265.94,0
154,B0552_A180,552,180.0,3277.61,13259.36,3337.61,13259.36,87.75,265.94,0
155,B0552_A270,552,270.0,3337.61,13199.36,3337.61,13259.36,87.75,265.94,0
156,B0467_A000,467,0.0,3340.08,13837.05,3280.08,13837.05,83.60,194.55,0
157,B0467_A090,467,90.0,3280.08,13897.05,3280.08,13837.05,83.60,194.55,0
158,B0467_A180,467,180.0,3220.08,13837.05,3280.08,13837.05,83.60,194.55,0
159,B0467_A270,467,270.0,3280.08,13777.05,3280.08,13837.05,83.60,194.55,0
160,B0443_A000,443,0.0,3230.67,13997.93,3170.67,13997.93,80.53,194.55,0
161,B0443_A090,443,90.0,3170.67,14057.93,3170.67,13997.93,80.53,194.55,0
162,B0443_A180,443,180.0,3110.67,13997.93,3170.67,13997.93,80.53,194.55,0
163,B0443_A270,443,270.0,3170.67,13937.93,3170.67,13997.93,80.53,194.55,0
164,B0534_A000,534,0.0,3174.34,13114.88,3114.34,13114.88,83.25,199.40,0
165,B0534_A090,534,90.0,3114.34,13174.88,3114.34,13114.88,83.25,199.40,0
166,B0534_A180,534,180.0,3054.34,13114.88,3114.34,13114.88,83.25,199.40,0
167,B0534_A270,534,270.0,3114.34,13054.88,3114.34,13114.88,83.25,199.40,0
168,B0475_A000,475,0.0,3005.61,13329.20,2945.61,13329.20,83.96,272.77,0
169,B0475_A090,475,90.0,2945.61,13389.20,2945.61,13329.20,83.96,272.77,0
170,B0475_A180,475,180.0,2885.61,13329.20,2945.61,13329.20,83.96,272.77,0
171,B0475_A270,475,270.0,2945.61,13269.20,2945.61,13329.20,83.96,272.77,0
172,B0426_A000,426,0.0,2823.07,13594.80,2763.07,13594.80,76.77,322.28,0
173,B0426_A090,426,90.0,2763.07,13654.80,2763.07,13594.80,76.77,322.28,0
174,B0426_A180,426,180.0,2703.07,13594.80,2763.07,13594.80,76.77,322.28,0
175,B0426_A270,426,270.0,2763.07,13534.80,2763.07,13594.80,76.77,322.28,0
176,B0329_A000,329,0.0,2057.94,13574.43,1997.94,13574.43,77.73,378.43,0
177,B0329_A090,329,90.0,1997.94,13634.43,1997.94,13574.43,77.73,378.43,0
178,B0329_A180,329,180.0,1937.94,13574.43,1997.94,13574.43,77.73,378.43,0
179,B0329_A270,329,270.0,1997.94,13514.43,1997.94,13574.43,77.73,378.43,0
180,B0425_A000,425,0.0,3788.34,14768.05,3728.34,14768.05,65.98,246.85,0
181,B0425_A090,425,90.0,3728.34,14828.05,3728.34,14768.05,65.98,246.85,0
182,B0425_A180,425,180.0,3668.34,14768.05,3728.34,14768.05,65.98,246.85,0
183,B0425_A270,425,270.0,3728.34,14708.05,3728.34,14768.05,65.98,246.85,0
184,B0468_A000,468,0.0,3967.49,14598.23,3907.49,14598.23,70.12,246.85,0
185,B0468_A090,468,90.0,3907.49,14658.23,3907.49,14598.23,70.12,246.85,0
186,B0468_A180,468,180.0,3847.49,14598.23,3907.49,14598.23,70.12,246.85,0
187,B0468_A270,468,270.0,3907.49,14538.23,3907.49,14598.23,70.12,246.85,0
188,B0617_A000,617,0.0,5166.37,14858.35,5106.37,14858.35,85.53,591.20,0
189,B0617_A090,617,90.0,5106.37,14918.35,5106.37,14858.35,85.53,591.20,0
190,B0617_A180,617,180.0,5046.37,14858.35,5106.37,14858.35,85.53,591.20,0
191,B0617_A270,617,270.0,5106.37,14798.35,5106.37,14858.35,85.53,591.20,0
192,B0813_A000,813,0.0,5615.45,14111.87,5555.45,14111.87,76.19,233.62,0
193,B0813_A090,813,90.0,5555.45,14171.87,5555.45,14111.87,76.19,233.62,0
194,B0813_A180,813,180.0,5495.45,14111.87,5555.45,14111.87,76.19,233.62,0
195,B0813_A270,813,270.0,5555.45,14051.87,5555.45,14111.87,76.19,233.62,0
196,B0859_A000,859,0.0,5886.25,14103.42,5826.25,14103.42,75.99,270.94,0
197,B0859_A090,859,90.0,5826.25,14163.42,5826.25,14103.42,75.99,270.94,0
198,B0859_A180,859,180.0,5766.25,14103.42,5826.25,14103.42,75.99,270.94,0
199,B0859_A270,859,270.0,5826.25,14043.42,5826.25,14103.42,75.99,270.94,0
200,B0896_A000,896,0.0,6574.60,14656.71,6514.60,14656.71,86.05,438.60,0
201,B0896_A090,896,90.0,6514.60,14716.71,6514.60,14656.71,86.05,438.60,0
202,B0896_A180,896,180.0,6454.60,14656.71,6514.60,14656.71,86.05,438.60,0
203,B0896_A270,896,270.0,6514.60,14596.71,6514.60,14656.71,86.05,438.60,0
204,B0420_A000,420,0.0,4717.35,15912.51,4657.35,15912.51,74.42,486.84,0
205,B0420_A090,420,90.0,4657.35,15972.51,4657.35,15912.51,74.42,486.84,0
206,B0420_A180,420,180.0,4597.35,15912.51,4657.35,15912.51,74.42,486.84,0
207,B0420_A270,420,270.0,4657.35,15852.51,4657.35,15912.51,74.42,486.84,0
208,B0273_A000,273,0.0,3060.11,15344.71,3000.11,15344.71,76.58,268.24,0
209,B0273_A090,273,90.0,3000.11,15404.71,3000.11,15344.71,76.58,268.24,0
210,B0273_A180,273,180.0,2940.11,15344.71,3000.11,15344.71,76.58,268.24,0
211,B0273_A270,273,270.0,3000.11,15284.71,3000.11,15344.71,76.58,268.24,0
212,B1040_A000,1040,0.0,10375.60,18178.23,10315.60,18178.23,81.81,633.24,0
213,B1040_A090,1040,90.0,10315.60,18238.23,10315.60,18178.23,81.81,633.24,0
214,B1040_A180,1040,180.0,10255.60,18178.23,10315.60,18178.23,81.81,633.24,0
215,B1040_A270,1040,270.0,10315.60,18118.23,10315.60,18178.23,81.81,633.24,0
216,B1149_A000,1149,0.0,11309.44,18646.63,11249.44,18646.63,86.73,437.85,0
217,B1149_A090,1149,90.0,11249.44,18706.63,11249.44,18646.63,86.73,437.85,0
218,B1149_A180,1149,180.0,11189.44,18646.63,11249.44,18646.63,86.73,437.85,0
219,B1149_A270,1149,270.0,11249.44,18586.63,11249.44,18646.63,86.73,437.85,0
220,B1462_A000,1462,0.0,12763.80,18006.16,12703.80,18006.16,88.42,574.32,0
221,B1462_A090,1462,90.0,12703.80,18066.16,12703.80,18006.16,88.42,574.32,0
222,B1462_A180,1462,180.0,12643.80,18006.16,12703.80,18006.16,88.42,574.32,0
223,B1462_A270,1462,270.0,12703.80,17946.16,12703.80,18006.16,88.42,574.32,0
224,B1061_A000,1061,0.0,11655.57,19631.24,11595.57,19631.24,71.79,305.09,0
225,B1061_A090,1061,90.0,11595.57,19691.24,11595.57,19631.24,71.79,305.09,0
226,B1061_A180,1061,180.0,11535.57,19631.24,11595.57,19631.24,71.79,305.09,0
227,B1061_A270,1061,270.0,11595.57,19571.24,11595.57,19631.24,71.79,305.09,0
228,B0991_A000,991,0.0,11417.07,19821.50,11357.07,19821.50,76.38,305.09,0
229,B0991_A090,991,90.0,11357.07,19881.50,11357.07,19821.50,76.38,305.09,0
230,B0991_A180,991,180.0,11297.07,19821.50,11357.07,19821.50,76.38,305.09,0
231,B0991_A270,991,270.0,11357.07,19761.50,11357.07,19821.50,76.38,305.09,0
232,B0488_A000,488,0.0,9282.42,20854.34,9222.42,20854.34,74.42,313.52,0
233,B0488_A090,488,90.0,9222.42,20914.34,9222.42,20854.34,74.42,313.52,0
234,B0488_A180,488,180.0,9162.42,20854.34,9222.42,20854.34,74.42,313.52,0
235,B0488_A270,488,270.0,9222.42,20794.34,9222.42,20854.34,74.42,313.52,0
236,B0735_A000,735,0.0,10439.13,20433.71,10379.13,20433.71,71.79,205.51,0
237,B0735_A090,735,90.0,10379.13,20493.71,10379.13,20433.71,71.79,205.51,0
238,B0735_A180,735,180.0,10319.13,20433.71,10379.13,20433.71,71.79,205.51,0
239,B0735_A270,735,270.0,10379.13,20373.71,10379.13,20433.71,71.79,205.51,0
240,B0926_A000,926,0.0,11125.33,20007.23,11065.33,20007.23,72.20,345.84,0
241,B0926_A090,926,90.0,11065.33,20067.23,11065.33,20007.23,72.20,345.84,0
242,B0926_A180,926,180.0,11005.33,20007.23,11065.33,20007.23,72.20,345.84,0
243,B0926_A270,926,270.0,11065.33,19947.23,11065.33,20007.23,72.20,345.84,0
244,B0502_A000,502,0.0,10308.91,21974.48,10248.91,21974.48,67.75,458.15,0
245,B0502_A090,502,90.0,10248.91,22034.48,10248.91,21974.48,67.75,458.15,0
246,B0502_A180,502,180.0,10188.91,21974.48,10248.91,21974.48,67.75,458.15,0
247,B0502_A270,502,270.0,10248.91,21914.48,10248.91,21974.48,67.75,458.15,0
248,B0287_A000,287,0.0,8211.44,21444.67,8151.44,21444.67,73.42,303.36,0
249,B0287_A090,287,90.0,8151.44,21504.67,8151.44,21444.67,73.42,303.36,0
250,B0287_A180,287,180.0,8091.44,21444.67,8151.44,21444.67,73.42,303.36,0
251,B0287_A270,287,270.0,8151.44,21384.67,8151.44,21444.67,73.42,303.36,0
252,B0302_A000,302,0.0,8104.63,21160.74,8044.63,21160.74,81.63,303.36,0
253,B0302_A090,302,90.0,8044.63,21220.74,8044.63,21160.74,81.63,303.36,0
254,B0302_A180,302,180.0,7984.63,21160.74,8044.63,21160.74,81.63,303.36,0
255,B0302_A270,302,270.0,8044.63,21100.74,8044.63,21160.74,81.63,303.36,0
256,B0237_A000,237,0.0,8433.97,22118.08,8373.97,22118.08,87.07,709.23,0
257,B0237_A090,237,90.0,8373.97,22178.08,8373.97,22118.08,87.07,709.23,0
258,B0237_A180,237,180.0,8313.97,22118.08,8373.97,22118.08,87.07,709.23,0
259,B0237_A270,237,270.0,8373.97,22058.08,8373.97,22118.08,87.07,709.23,0
260,B0365_A000,365,0.0,10101.90,22987.62,10041.90,22987.62,70.12,349.89,0
261,B0365_A090,365,90.0,10041.90,23047.62,10041.90,22987.62,70.12,349.89,0
262,B0365_A180,365,180.0,9981.90,22987.62,10041.90,22987.62,70.12,349.89,0
263,B0365_A270,365,270.0,10041.90,22927.62,10041.90,22987.62,70.12,349.89,0
264,B0417_A000,417,0.0,10539.25,22995.05,10479.25,22995.05,75.41,437.42,0
265,B0417_A090,417,90.0,10479.25,23055.05,10479.25,22995.05,75.41,437.42,0
266,B0417_A180,417,180.0,10419.25,22995.05,10479.25,22995.05,75.41,437.42,0
267,B0417_A270,417,270.0,10479.25,22935.05,10479.25,22995.05,75.41,437.42,0
268,B0648_A000,648,0.0,11223.45,22022.78,11163.45,22022.78,70.75,686.05,0
269,B0648_A090,648,90.0,11163.45,22082.78,11163.45,22022.78,70.75,686.05,0
270,B0648_A180,648,180.0,11103.45,22022.78,11163.45,22022.78,70.75,686.05,0
271,B0648_A270,648,270.0,11163.45,21962.78,11163.45,22022.78,70.75,686.05,0
272,B0083_A000,83,0.0,8873.39,23957.95,8813.39,23957.95,75.21,190.04,0
273,B0083_A090,83,90.0,8813.39,24017.95,8813.39,23957.95,75.21,190.04,0
274,B0083_A180,83,180.0,8753.39,23957.95,8813.39,23957.95,75.21,190.04,0
275,B0083_A270,83,270.0,8813.39,23897.95,8813.39,23957.95,75.21,190.04,0
